DAY TN TX
19710822 14.3 21.3
19710823 14.7 21.3
19710824 13.3 21.8
19710825 10.8 21.5
19710826 11.3 23.6
19710827 11.8 17.5
19710828 11.3 18
19710829 15.4 19.7
19710830 12.8 20.3
19710831 11.8 19.6
19710901 13 20.2
19710902 12.7 20.7
19710903 12.1 20.8
19710904 10.1 21.2
19710905 9.5 19.9
19710906 9.3 20.3
19710907 9.5 21.1
19710908 9.4 22.8
19710909 10.6 19.2
19710910 8.5 19.3
19710911 9.6 17.2
19710912 6.5 19
19710913 9.3 18
19710914 9.3 17
19710915 6.7 17
19710916 3.9 16.4
19710917 4.3 17.6
19710918 5.7 19.1
19710919 6.8 19.8
19710920 9.2 22.1
19710921 8.8 23.5
19710922 10.9 23.9
19710923 12.7 20.7
19710924 13.9 17.3
19710925 10.8 17.7
19710926 10.2 19
19710927 11.2 17.3
19710928 9 15.1
19710929 10 17.3
19710930 9.7 17.9
19711001 10 21.2
19711002 10.3 21.7
19711003 9.9 20.9
19711004 7.1 15.2
19711005 3.8 13.7
19711006 2.9 15.3
19711007 5.1 17
19711008 4.1 17.3
19711009 8.5 18.7
19711010 8.5 17.8
19711011 12.5 18.3
19711012 10.3 19.2
19711013 6.6 12.8
19711014 3.3 9.4
19711015 0.3 9.6
19711016 1.9 12.4
19711017 5.2 9.4
19711018 9.2 15.1
19711019 10.2 17.3
19711020 8.6 13.6
19711021 8 15.2
19711022 10.4 15.1
19711023 9.2 14.7
19711024 7.9 21.1
19711025 9.1 13.7
19711026 6 13.2
19711027 2.9 13.1
19711028 2.1 12
19711029 1.8 12.3
19711030 1.5 10.7
19711031 7.4 10.4
19711101 7.9 9.8
19711102 7.3 8.8
19711103 3.7 7.6
19711104 2.5 13.2
19711105 5.2 12.7
19711106 3.4 10.5
19711107 2.1 8.8
19711108 3.7 9.7
19711109 3.4 8.8
19711110 -0.8 6
19711111 -2 4.7
19711112 -2.9 5.3
19711113 3.6 7
19711114 2.8 10
19711115 4.6 9.9
19711116 6.5 10.2
19711117 4.7 8.2
19711118 3.3 12
19711119 -1.5 2.9
19711120 -3.6 1.1
19711121 -0.7 9.4
19711122 0.8 3.7
19711123 0.5 4.3
19711124 -1.1 3
19711125 -1.6 4.3
19711126 4.8 6.7
19711127 5.8 8.7
19711128 5.6 7.5
19711129 2 7.7
19711130 2.7 4.9
19711201 4.7 6.6
19711202 3.5 5.1
19711203 1.6 4.1
19711204 0.7 4
19711205 0.8 6.7
19711206 4 5.9
19711207 0.9 7.5
19711208 0.8 8.4
19711209 2 7
19711210 6.8 8
19711211 6 7.7
19711212 5.6 7.1
19711213 5.1 7.7
19711214 0.8 10.5
19711215 3.6 8.2
19711216 0.6 10.8
19711217 -1.7 3.7
19711218 0.4 7.3
19711219 5.4 9.7
19711220 7.6 11.4
19711221 11.2 12.9
19711222 10.6 11.2
19711223 6.5 9.9
19711224 5.2 7.2
19711225 3.8 6.8
19711226 1.7 8.7
19711227 3.8 8.2
19711228 0.4 5.9
19711229 -1.8 0.5
19711230 0.5 1.7
19711231 0.2 4.7
19720101 0.2 2.8
19720102 0.6 4
19720103 0 1
19720104 0 1.7
19720105 2 3.6
19720106 1.4 3.5
19720107 0 4
19720108 0.7 4.6
19720109 3.6 7.6
19720110 2.7 8
19720111 6.3 9.5
19720112 6.7 8.1
19720113 6.3 8.5
19720114 3.6 6.4
19720115 1.6 6.6
19720116 1.7 7.6
19720117 -5.6 1.4
19720118 -7.7 1
19720119 1.2 6
19720120 2 5.6
19720121 -0.3 5.3
19720122 -2 2.2
19720123 1.6 2
19720124 0.4 3.4
19720125 -0.3 5.6
19720126 -1.1 3.9
19720127 1.9 5
19720128 -1.1 3.2
19720129 -6.4 -1
19720130 -9.7 -4
19720131 -10.3 -2.1
19720201 -5 2.3
19720202 2.6 9.4
19720203 3.9 9.8
19720204 3.6 10.1
19720205 2.8 10.1
19720206 5 10.9
19720207 5.9 13.2
19720208 4.9 9.3
19720209 2.8 8.5
19720210 0.1 9.7
19720211 2.8 8.8
19720212 3 6.5
19720213 2.3 7.7
19720214 0.9 8.7
19720215 -0.9 6.3
19720216 2.8 8.9
19720217 3.8 9.6
19720218 2.2 5.8
19720219 0.8 3.1
19720220 1.1 2.3
19720221 2.6 4.9
19720222 3.4 7.2
19720223 1.1 8.8
19720224 1.6 9.7
19720225 0.8 9.2
19720226 -0.8 6.6
19720227 0.5 3.6
19720228 -0.8 7.1
19720229 -1.6 2.8
19720301 -0.2 10.6
19720302 3.9 9.2
19720303 2.9 10.8
19720304 2.2 8.9
19720305 2.5 8.9
19720306 4 7.7
19720307 3 10
19720308 2.4 12.2
19720309 0.9 10.4
19720310 0.3 4.2
19720311 -0.7 3.1
19720312 -4.4 3.6
19720313 -2.5 7
19720314 6.9 16.4
19720315 7.6 18.6
19720316 6.3 18.9
19720317 6.8 18.2
19720318 5.5 18.6
19720319 5.8 18.3
19720320 7.7 19.1
19720321 8 18.4
19720322 4.8 17.2
19720323 2.5 14.4
19720324 3.6 12.5
19720325 3.2 18.8
19720326 6.3 12.6
19720327 2.5 9
19720328 1.4 7.5
19720329 3.6 11.3
19720330 3.7 12.7
19720331 7.3 12.7
19720401 8.5 11
19720402 8.8 12.6
19720403 6.9 13.1
19720404 5.5 13.2
19720405 7 12.2
19720406 6 13.7
19720407 7.3 13.7
19720408 5.9 12.3
19720409 5.6 13.8
19720410 5.3 10
19720411 3.2 11.6
19720412 3.7 14.1
19720413 2.7 13.3
19720414 5.5 16.7
19720415 3.5 8.9
19720416 2.6 6.1
19720417 4.8 12.2
19720418 4.9 12.6
19720419 3.8 9.5
19720420 3.8 12.3
19720421 3.7 14.4
19720422 4.3 11.4
19720423 3.6 12.5
19720424 2.8 12.7
19720425 -0.2 10.5
19720426 2.3 9.9
19720427 2.9 11.2
19720428 2.3 12.4
19720429 6.6 8.5
19720430 9 14.8
19720501 7.9 20.3
19720502 8.7 21.7
19720503 8.5 21.6
19720504 9.9 16.9
19720505 8.3 16.5
19720506 7.6 17.4
19720507 7.3 18.6
19720508 8 21.5
19720509 9.9 17.4
19720510 7.8 12.8
19720511 5.8 16.6
19720512 5.4 13.4
19720513 3.6 12.6
19720514 6 12.2
19720515 6.8 13.4
19720516 6.5 13.7
19720517 4.8 7.3
19720518 5.4 13.3
19720519 4.1 17.5
19720520 8.7 20
19720521 9.1 17.4
19720522 9.3 22.6
19720523 10.7 20.1
19720524 11.2 14.4
19720525 10.1 17.9
19720526 10.4 17.7
19720527 8.9 12.7
19720528 9.7 15
19720529 8.4 15.6
19720530 6.7 16
19720531 7.4 15.8
19720601 6.9 14.4
19720602 5.4 18.6
19720603 9.1 19.5
19720604 11.7 21.6
19720605 12.2 18.6
19720606 9.6 17.4
19720607 9.5 19.8
19720608 7.9 15.8
19720609 7.4 16.6
19720610 6.8 15.6
19720611 7 17.8
19720612 6.5 19
19720613 8.7 20.9
19720614 10.2 19.9
19720615 9.6 18.8
19720616 8.2 15.5
19720617 7.3 19.8
19720618 11.4 21.2
19720619 9.3 17.8
19720620 7.6 18.6
19720621 10.5 19.1
19720622 10 12.6
19720623 9 17.2
19720624 10.2 14.1
19720625 12.8 22.2
19720626 11.9 26.8
19720627 13.7 24
19720628 12.2 19.5
19720629 11.8 18.5
19720630 9.8 15.4
19720701 9.8 15.4
19720702 11.1 17.3
19720703 12.2 19.6
19720704 13.1 23.4
19720705 14.5 28.4
19720706 13.2 22.9
19720707 11.6 21.1
19720708 12.9 22.6
19720709 11.9 18.6
19720710 9 19.2
19720711 8.4 20
19720712 8.2 21.9
19720713 9.7 22.2
19720714 11.9 23.2
19720715 11.8 23.3
19720716 16.7 26.1
19720717 18.6 24
19720718 20 29.2
19720719 18.9 31.6
19720720 17.9 28.5
19720721 16.6 24.5
19720722 16.6 18.4
19720723 16.5 25.2
19720724 15.9 22.6
19720725 13.7 21.9
19720726 12.9 18.6
19720727 12 14.9
19720728 13.5 18.3
19720729 12.4 21.2
19720730 10.7 21.1
19720731 10.7 21.3
19720801 13.6 20.1
19720802 12.9 18.4
19720803 13.2 16.8
19720804 11.5 20.3
19720805 13.6 20.6
19720806 12.6 25
19720807 15.7 26.1
19720808 14.4 24
19720809 12.8 21.9
19720810 14.1 24
19720811 12.4 21.9
19720812 11.6 22.8
19720813 15.5 22.3
19720814 15.3 17.6
19720815 14 20.4
19720816 11.2 19.3
19720817 11.3 19.5
19720818 8.8 17.3
19720819 8.2 16.6
19720820 6.9 19.5
19720821 13.6 20.1
19720822 11 17
19720823 7.9 17.1
19720824 8.1 21.8
19720825 9.3 20.3
19720826 11.3 16.3
19720827 11.7 20.7
19720828 10.8 22.2
19720829 10.9 22
19720830 10.9 22.4
19720831 9.8 21
19720901 10.5 20.1
19720902 8.8 18.4
19720903 10.1 18.5
19720904 10.2 20.4
19720905 9.2 18.6
19720906 8.1 22
19720907 13.6 20.1
19720908 12.4 19.2
19720909 13 20.4
19720910 6.3 12.1
19720911 4.9 16
19720912 6.6 16.7
19720913 10.4 13.4
19720914 9.4 13.6
19720915 8.7 15.9
19720916 7.7 12.4
19720917 8.7 15.1
19720918 6.1 15.7
19720919 7.4 16.4
19720920 6.2 16.3
19720921 7.7 19.5
19720922 8.3 19.5
19720923 9.6 16.4
19720924 6.2 16
19720925 7.1 14.8
19720926 4.1 14.5
19720927 5.4 13.7
19720928 7.5 13.7
19720929 6.3 13.8
19720930 4.8 14.3
19721001 5 16.2
19721002 6.8 17.3
19721003 4.3 15.1
19721004 3.8 14.6
19721005 3.1 16.8
19721006 3.8 18.2
19721007 8.6 21.3
19721008 8.6 19.8
19721009 8 18.5
19721010 10.2 18.7
19721011 7.7 17.4
19721012 6.5 11.5
19721013 4.4 12.6
19721014 3.7 13.7
19721015 4.9 7.7
19721016 5.8 13
19721017 4.3 13.2
19721018 3.5 12
19721019 -0.2 9.5
19721020 1.4 11
19721021 2.2 9.7
19721022 3.1 10.1
19721023 9.4 11.2
19721024 5.9 10.8
19721025 4.3 12.9
19721026 4.2 13.7
19721027 11.3 18.8
19721028 6.3 12.5
19721029 4.3 13.2
19721030 7.1 14.2
19721031 5.6 11.2
19721101 6.4 13.7
19721102 5.1 7.5
19721103 4 11.1
19721104 6.1 9.7
19721105 8.4 9.8
19721106 9.3 11.6
19721107 10.5 11.1
19721108 8.1 10.1
19721109 7.1 10.7
19721110 4.3 10.4
19721111 2.8 7.9
19721112 2.2 9.5
19721113 2.6 11.8
19721114 0.5 7.2
19721115 -0.6 7.2
19721116 0.3 3.5
19721117 0.2 2
19721118 -0.5 7.2
19721119 0.7 6.7
19721120 6.4 9.1
19721121 4.5 7.9
19721122 3.8 8.9
19721123 3.3 7.2
19721124 2.1 7.2
19721125 0.5 4.2
19721126 0.3 4.6
19721127 1.4 4.4
19721128 0.2 5.4
19721129 3.2 5.6
19721130 4.5 7.9
19721201 3.9 8.8
19721202 8 10.7
19721203 4.8 8.6
19721204 3.7 7.9
19721205 3.5 10.5
19721206 8.9 11.3
19721207 5.7 9.4
19721208 4 6.3
19721209 3.6 6.3
19721210 4.4 6.3
19721211 3.6 8.2
19721212 3.5 7.6
19721213 8 9.7
19721214 8.4 10.1
19721215 3 7.7
19721216 2.2 8.5
19721217 3.2 11.6
19721218 1.7 9.2
19721219 -0.3 3.4
19721220 -1.1 4.5
19721221 -2.9 2.6
19721222 -4.8 -1
19721223 -3.4 -0.8
19721224 -1 1.5
19721225 -0.5 3.6
19721226 1.8 8.8
19721227 6.7 11.6
19721228 5 10.6
19721229 -2.1 7.4
19721230 -3.7 2.5
19721231 -3.9 5.5
19730101 -2.7 5.1
19730102 2.1 4.7
19730103 2.9 7.7
19730104 3.1 6.2
19730105 -0.8 2.7
19730106 1.3 3.4
19730107 -0.6 1.8
19730108 2.1 4.3
19730109 3.1 4.6
19730110 2.8 4.2
19730111 2.3 3
19730112 -3.3 2.5
19730113 -3.9 3.8
19730114 1.9 6.3
19730115 2.9 8.9
19730116 0.5 4.6
19730117 -0.3 2.3
19730118 0.8 2.4
19730119 0 0.7
19730120 0.6 5.6
19730121 2.1 6.1
19730122 -0.8 5.6
19730123 1.5 3
19730124 2.8 6.8
19730125 3.2 6.5
19730126 2.9 5.8
19730127 3.8 6.8
19730128 0.9 7.2
19730129 4.3 8.1
19730130 6.6 8.2
19730131 0.2 6.8
19730201 -0.8 5
19730202 1.9 5.7
19730203 -0.9 2.6
19730204 -1.8 4.4
19730205 -1.7 3.1
19730206 3.2 6.9
19730207 6.5 7.5
19730208 5.4 7.5
19730209 1.9 7.3
19730210 0.2 4.3
19730211 1.2 6.1
19730212 2.4 7.2
19730213 -0.1 4.3
19730214 0 4.6
19730215 1.8 6.4
19730216 -0.1 7.2
19730217 -2.4 6.2
19730218 0.5 3.2
19730219 1.7 5.4
19730220 5.2 7.2
19730221 6.7 8.8
19730222 2.5 6.6
19730223 0.8 5.3
19730224 -1 5.6
19730225 -1.6 5.7
19730226 -2.6 4.6
19730227 -2.4 5.1
19730228 -3.2 5.1
19730301 0.2 8.5
19730302 2 8.6
19730303 2.5 7.5
19730304 4.7 12.2
19730305 2.5 12.3
19730306 1.6 10.4
19730307 0.7 8.8
19730308 -0.8 9.9
19730309 2.2 6.3
19730310 -1.2 8.4
19730311 -2.1 5.6
19730312 2.4 8
19730313 0.7 7.2
19730314 -1.1 9
19730315 0.4 9.6
19730316 -0.9 10
19730317 0.3 7.6
19730318 3.3 10.3
19730319 2 8.2
19730320 -0.1 9.4
19730321 4.3 13.3
19730322 2.6 14.8
19730323 3.2 16.7
19730324 5.9 18.8
19730325 4 12.8
19730326 2.3 12.5
19730327 3.9 11.2
19730328 0.7 12.8
19730329 4.4 9.5
19730330 0.6 11.6
19730331 2.2 11.9
19730401 2.8 10.7
19730402 1.4 9.6
19730403 -1 8.1
19730404 -1.6 8.5
19730405 7.5 9.1
19730406 3 10.5
19730407 1.6 7.1
19730408 -0.5 9.2
19730409 0 8.2
19730410 0.3 9.6
19730411 2.8 8
19730412 -0.1 7
19730413 -0.2 8.8
19730414 -0.7 11.2
19730415 4.3 8.3
19730416 6.6 10.9
19730417 5.8 13.4
19730418 5.3 8.5
19730419 2.8 10.8
19730420 2 10.5
19730421 1.8 9.3
19730422 3.2 13.7
19730423 3.2 11.4
19730424 6.3 16
19730425 6.2 15.7
19730426 4.1 15.8
19730427 4.8 18.1
19730428 7.8 12.7
19730429 5.9 13.7
19730430 5.2 17.6
19730501 5.9 15.6
19730502 4.8 9.7
19730503 8 22.6
19730504 11.6 19.8
19730505 9.5 20.3
19730506 7.9 15.4
19730507 6.7 15.9
19730508 6.7 12.7
19730509 7.5 14.1
19730510 5.8 14
19730511 4.2 14.6
19730512 2.8 16.5
19730513 5.8 16.4
19730514 5.3 12
19730515 5.3 13.7
19730516 4.5 16.5
19730517 6.4 19.6
19730518 9.7 20.3
19730519 12.5 20.6
19730520 11.2 21.7
19730521 11.6 19.8
19730522 10.3 21.2
19730523 10.5 18.2
19730524 9.6 12
19730525 7.7 20.8
19730526 10.4 22
19730527 10.8 23.4
19730528 11.6 23.8
19730529 10.8 17.1
19730530 11.9 15.7
19730531 12.8 20
19730601 11.6 15.3
19730602 6.9 15.4
19730603 6.6 18.8
19730604 6.2 19.4
19730605 8.7 18.5
19730606 7.7 20
19730607 9.7 21.1
19730608 10.2 21.1
19730609 9.9 23.1
19730610 12.8 19.5
19730611 11.2 17.8
19730612 10.1 22.7
19730613 10.2 19.3
19730614 6.8 18.4
19730615 8.4 21.9
19730616 11.9 24.9
19730617 14.7 25.8
19730618 13.6 23.9
19730619 11.5 26.4
19730620 12.2 21.2
19730621 12.2 20.2
19730622 12.1 22.6
19730623 15.1 23.2
19730624 14.4 25.2
19730625 14.7 25.4
19730626 14.1 28.7
19730627 19.5 29.5
19730628 14.6 22.5
19730629 11.9 23.3
19730630 9.9 24.5
19730701 15.4 29
19730702 15.2 29.8
19730703 13.8 25.5
19730704 13.7 27.6
19730705 16.7 30.8
19730706 17.4 26.4
19730707 14.2 20.3
19730708 12 21.6
19730709 11.4 22.5
19730710 11.7 24
19730711 15.4 22.9
19730712 12.4 19.2
19730713 11.9 22.1
19730714 14.6 22.2
19730715 13.4 19.8
19730716 12.7 21.6
19730717 10.8 19.4
19730718 10.6 19.1
19730719 12.5 19.4
19730720 13 20.1
19730721 13.6 19.4
19730722 11 17.9
19730723 9.8 17
19730724 8.9 19.6
19730725 12.8 20.3
19730726 12.3 15.3
19730727 11.8 17.7
19730728 13.9 22.1
19730729 15.2 20.1
19730730 13.7 20.3
19730731 13.1 23.9
19730801 14.3 26.8
19730802 15.2 25.9
19730803 13.1 21.8
19730804 13.9 19.5
19730805 14.3 19.5
19730806 13.7 28.7
19730807 12.2 20.8
19730808 10.5 20
19730809 10.6 23
19730810 12.1 27.2
19730811 14.9 27.8
19730812 16.1 26.8
19730813 15.4 28.4
19730814 15.8 29.2
19730815 16.3 28.9
19730816 15.8 29.6
19730817 17.7 28
19730818 17.4 24.8
19730819 16 25
19730820 13.8 25.5
19730821 12.2 19.2
19730822 9.2 22.2
19730823 10.2 26
19730824 13.1 24.2
19730825 10.7 23.8
19730826 12 24
19730827 12.4 26.8
19730828 14.8 20.9
19730829 12.9 22.3
19730830 12.1 20.3
19730831 9.7 19.9
19730901 13.6 22.3
19730902 14.1 20.5
19730903 14.4 24.7
19730904 12.5 28.1
19730905 17.2 29.4
19730906 15.3 23.4
19730907 13.7 25.8
19730908 14.3 26.2
19730909 15.3 23.7
19730910 11.3 20.2
19730911 7.3 19.8
19730912 7.5 19.5
19730913 8.9 20.2
19730914 8.4 21.6
19730915 11.8 26.8
19730916 15.1 24
19730917 13.7 24.7
19730918 13.3 16.3
19730919 12.6 17
19730920 10.9 19.4
19730921 9 14.2
19730922 7.7 15.8
19730923 7.4 11.9
19730924 6.5 13.9
19730925 7.2 17.3
19730926 7.5 17.3
19730927 11.8 16.4
19730928 11.3 14.9
19730929 8 13.7
19730930 8.5 11.6
19731001 6.3 15.7
19731002 6.5 16.6
19731003 8.2 18.6
19731004 9.2 19.2
19731005 9.4 22
19731006 10.5 21.1
19731007 12 15.4
19731008 11.5 17.2
19731009 10.8 15.6
19731010 11.1 13.6
19731011 2.6 10.7
19731012 0.9 11.3
19731013 0.9 10.1
19731014 5.6 12.8
19731015 8.5 11.7
19731016 8 13.1
19731017 2.8 10.2
19731018 1.9 9.1
19731019 4.1 9.1
19731020 6.3 13.5
19731021 5.7 10.3
19731022 3.2 11.8
19731023 5.5 12.8
19731024 3.4 13.4
19731025 3.7 12.7
19731026 3.1 14.8
19731027 4.4 13.6
19731028 3.2 9.6
19731029 3 12
19731030 2.7 12.2
19731031 6.8 12.7
19731101 3.9 13.7
19731102 5.2 13.9
19731103 7.7 15.8
19731104 7 14.1
19731105 2.7 14.1
19731106 1.3 8.8
19731107 -0.1 7.4
19731108 7.1 12.1
19731109 9.1 9.5
19731110 6.9 8.7
19731111 1.7 9
19731112 0.6 8.8
19731113 6.9 11
19731114 5.5 9.2
19731115 3.4 11.5
19731116 2.7 8.8
19731117 -1.1 6
19731118 -1.1 5.8
19731119 1.9 8.8
19731120 0.9 9.6
19731121 0.7 8.9
19731122 0.5 9.1
19731123 2.5 6.4
19731124 6 9.8
19731125 1.7 7.6
19731126 -0.9 1.9
19731127 -3.4 2.6
19731128 -2.6 1.6
19731129 -4.6 4.5
19731130 -4.1 3
19731201 -6.9 0
19731202 -10.4 -5.4
19731203 -6.8 2.2
19731204 2.5 6.9
19731205 6.3 7.5
19731206 4.5 8.8
19731207 3.3 9.3
19731208 1.2 9.8
19731209 -3 3.8
19731210 -3.6 2.3
19731211 -2 2.2
19731212 0.9 5.8
19731213 4.8 8
19731214 0.2 5.3
19731215 0.2 3.9
19731216 2 5.6
19731217 0.2 4
19731218 -0.5 4.2
19731219 1.4 6.3
19731220 6.6 10.8
19731221 5.5 10.5
19731222 5.3 8.6
19731223 5.1 6.9
19731224 4.9 5.7
19731225 3.9 4.7
19731226 1.8 4.2
19731227 4 5.7
19731228 4.2 6
19731229 0 3.8
19731230 -0.9 0.2
19731231 -0.9 2.8
19740101 -3.2 0.7
19740102 -4.4 1.2
19740103 1.3 7.4
19740104 2.8 7.6
19740105 5.2 9.5
19740106 5.8 9.5
19740107 5.8 7.7
19740108 2.7 7.1
19740109 2.3 5.6
19740110 3.5 6.8
19740111 4.8 11.4
19740112 4.8 12.7
19740113 6.8 10.9
19740114 5 10.4
19740115 7.4 12.4
19740116 5.8 12.3
19740117 4.3 7.4
19740118 8.1 10.1
19740119 6.9 8.2
19740120 0.7 7.2
19740121 -0.8 2
19740122 0.7 6.8
19740123 7 9.2
19740124 5.2 8.8
19740125 3.3 8.3
19740126 1.7 6.6
19740127 4.2 8
19740128 4.7 8.5
19740129 2.8 8.1
19740130 2.8 9
19740131 4.8 9.5
19740201 4.9 11.3
19740202 4 9.5
19740203 0.2 9.2
19740204 0.5 7.9
19740205 2.8 4.4
19740206 1.2 5.5
19740207 0.7 5.3
19740208 0.3 8.6
19740209 6.5 11.6
19740210 7.5 13
19740211 8.4 12.8
19740212 4.4 11.2
19740213 3.7 10.6
19740214 3.2 8.3
19740215 3.3 5.7
19740216 3.9 11.9
19740217 3.2 11.3
19740218 2.4 6.8
19740219 2.8 3.8
19740220 -1.7 6.1
19740221 -1.9 3.8
19740222 2.6 7
19740223 0.3 8.8
19740224 1 7.8
19740225 -0.7 7.5
19740226 -1.5 5.7
19740227 -2.4 2.4
19740228 -2.8 6
19740301 -0.1 3.7
19740302 -0.6 7.1
19740303 -1.7 7.9
19740304 0.3 5.6
19740305 0.8 3.9
19740306 -0.6 9.1
19740307 -1.2 4
19740308 0.6 5.2
19740309 0.7 5.9
19740310 1.3 9.5
19740311 5 7.6
19740312 2.3 10.2
19740313 1.5 9.8
19740314 1.9 4.9
19740315 -0.8 6.9
19740316 6.2 11.5
19740317 5.7 11.7
19740318 5.5 11.6
19740319 4.8 11.4
19740320 5.2 8.8
19740321 4.4 12.2
19740322 5.4 10.8
19740323 5.4 13.3
19740324 8.3 16
19740325 7 18
19740326 6.5 18.4
19740327 5.6 9.6
19740328 6.9 12.1
19740329 6.7 10.3
19740330 5.7 13.7
19740331 3.3 14.7
19740401 5 17.1
19740402 8.8 18.9
19740403 10.2 20.7
19740404 7.7 19
19740405 6.8 15.7
19740406 6 17.8
19740407 6.6 18.8
19740408 7.3 19.1
19740409 7 21
19740410 8.5 21.5
19740411 9 20.3
19740412 6.1 15.7
19740413 3.2 14.3
19740414 1.7 13.4
19740415 2.7 13
19740416 3.6 14.1
19740417 3.1 12.7
19740418 5.2 13.9
19740419 3.3 15.7
19740420 1.9 15.4
19740421 6.2 11.4
19740422 5.1 15.7
19740423 4.2 12.1
19740424 3.8 12.5
19740425 4.5 9.9
19740426 4.2 12.6
19740427 2.8 11.3
19740428 2.8 15.4
19740429 6.9 13.4
19740430 4.8 13.3
19740501 4.1 16.7
19740502 4.4 13.8
19740503 6.3 15.2
19740504 8.2 16.2
19740505 6.5 10.9
19740506 4 8.8
19740507 0 10.2
19740508 4 12.2
19740509 5.1 16.1
19740510 9.4 15
19740511 6.5 17.7
19740512 5.9 20.3
19740513 9.5 16.9
19740514 6.7 17
19740515 4.2 14.7
19740516 8.2 21
19740517 9.6 22.3
19740518 10.9 23.5
19740519 9.5 22.9
19740520 7.1 20.3
19740521 7.4 19
19740522 8.8 17.8
19740523 7.7 13.4
19740524 8.8 16.5
19740525 7.5 17.8
19740526 8.8 17.7
19740527 7.8 22.7
19740528 8.7 20.6
19740529 6.2 17
19740530 4.2 17.9
19740531 8.2 15.8
19740601 9.4 19.1
19740602 11.4 22.9
19740603 9.9 16.6
19740604 8.7 20.5
19740605 8.6 24.6
19740606 8 17
19740607 6.6 16.1
19740608 7.4 11.9
19740609 6 15.1
19740610 5.4 15.7
19740611 5.7 16.9
19740612 9.5 17.6
19740613 7.9 20.3
19740614 12.2 24.7
19740615 14.6 25.1
19740616 13.5 23.5
19740617 11.1 22.6
19740618 9.2 19.2
19740619 8.5 19.5
19740620 10 22.4
19740621 11.5 22.1
19740622 10.6 22.5
19740623 12.8 25.7
19740624 14.7 25.4
19740625 13.2 25.7
19740626 13.1 23.1
19740627 12.9 19.5
19740628 11.2 19.8
19740629 11.1 20
19740630 10.8 17.7
19740701 11.4 19.8
19740702 8.8 22
19740703 9 18.8
19740704 9.7 17.6
19740705 13.1 18.1
19740706 9.6 19.9
19740707 8.2 20.7
19740708 9.9 23.8
19740709 13.6 22.2
19740710 11.8 21.9
19740711 10 18.8
19740712 8.9 21
19740713 13.7 23
19740714 12.1 18.6
19740715 10.3 18.6
19740716 13 19.3
19740717 11.1 17.8
19740718 8.7 18.8
19740719 7.4 20.1
19740720 12.6 17.9
19740721 11.5 21.3
19740722 11.6 23.1
19740723 13.5 18
19740724 9.7 13.7
19740725 9.5 18
19740726 11.2 18.9
19740727 11.6 21.5
19740728 12.9 22.6
19740729 12.6 23.2
19740730 11 22.7
19740731 13.6 23.1
19740801 12.9 21.7
19740802 12.2 21.9
19740803 11.1 21.4
19740804 14.5 23.5
19740805 11.4 16.1
19740806 9.3 21
19740807 11.2 24.2
19740808 13.9 21.6
19740809 13.6 20.5
19740810 12.4 19.4
19740811 11.1 18.9
19740812 10 16.2
19740813 13.7 25.1
19740814 15.2 27.9
19740815 18.1 28.9
19740816 18.3 29.8
19740817 13.7 21.9
19740818 12.8 22.3
19740819 12.8 21.9
19740820 10.6 21.7
19740821 11 21
19740822 10.6 22
19740823 9.7 23.4
19740824 12.4 21.7
19740825 12.1 24.6
19740826 11.8 25.9
19740827 8.1 18.8
19740828 7 19.8
19740829 11.8 17.5
19740830 11 25.6
19740831 11.9 17.7
19740901 11.5 17.4
19740902 9.5 20.4
19740903 11.1 18.5
19740904 9.7 16.5
19740905 12.6 21.9
19740906 11.4 17.4
19740907 10.2 15.9
19740908 10.9 17.5
19740909 10.2 13.4
19740910 8.6 18.6
19740911 8.9 20.9
19740912 12.7 26.6
19740913 15.2 19.5
19740914 13.3 20.3
19740915 14.6 23
19740916 12.4 18.6
19740917 11.6 23.1
19740918 9.3 16.5
19740919 6.8 16.4
19740920 6.8 17.5
19740921 6.8 14
19740922 6.6 15.1
19740923 8.8 10.4
19740924 6 11.6
19740925 6 13.7
19740926 7 12.4
19740927 7.7 15.4
19740928 6 12.3
19740929 4.5 12.2
19740930 3 13.6
19741001 3.4 12.5
19741002 3 12.3
19741003 3.2 8.2
19741004 5.7 8.9
19741005 7.4 12.6
19741006 6 12.7
19741007 5.1 11.6
19741008 3.5 8.3
19741009 3.1 13.2
19741010 5.9 12
19741011 5.3 9.7
19741012 5.8 11.1
19741013 3 10.7
19741014 1.4 10.2
19741015 4.9 10.9
19741016 4.7 10.6
19741017 2.4 8.8
19741018 2.8 11
19741019 6.3 11.1
19741020 4.8 7.1
19741021 4.7 9.7
19741022 4.1 9.7
19741023 8.1 10.9
19741024 7.3 10.3
19741025 6.5 8.8
19741026 7.2 10.5
19741027 6.4 10
19741028 4.6 6.5
19741029 4 8.3
19741030 1.7 8.6
19741031 1.1 5.3
19741101 1.2 6.1
19741102 1.6 7.7
19741103 5.1 9.4
19741104 4.1 6.6
19741105 1.5 6.2
19741106 -0.1 8.2
19741107 0.4 9.1
19741108 0 8.1
19741109 4.5 11.4
19741110 5.8 11
19741111 5.8 10.1
19741112 4.3 8.8
19741113 4 10.9
19741114 11.8 13.8
19741115 9.9 12.8
19741116 5.9 10.7
19741117 6.6 12.2
19741118 6.3 11.3
19741119 3.3 8
19741120 3.4 7.8
19741121 4.8 9.7
19741122 7 11.9
19741123 7.8 11.3
19741124 5.3 9.4
19741125 3.8 6.9
19741126 1.1 7.2
19741127 0.5 9.2
19741128 4.1 7.2
